# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
   17.37737738    0.08109789
   17.42742743    0.08136642
   17.47747748    0.08167598
   17.52752753    0.08204662
   17.57757758    0.08249724
   17.62762763    0.08304438
   17.67767768    0.08370114
   17.72772773    0.08447620
   17.77777778    0.08537329
   17.82782783    0.08639071
   17.87787788    0.08752123
   17.92792793    0.08875210
   17.97797798    0.09006511
   18.02802803    0.09143677
   18.07807808    0.09283863
   18.12812813    0.09423781
   18.17817818    0.09559791
   18.22822823    0.09688051
   18.27827828    0.09804726
   18.32832833    0.09906251
   18.37837838    0.09989622
   18.42842843    0.10052685
   18.47847848    0.10094372
   18.52852853    0.10114850
   18.57857858    0.10115565
   18.62862863    0.10099160
   18.67867868    0.10069287
   18.72872873    0.10030350
   18.77877878    0.09987196
   18.82882883    0.09944813
   18.87887888    0.09908050
   18.92892893    0.09881391
   18.97897898    0.09868783
   19.02902903    0.09873518
   19.07907908    0.09898165
   19.12912913    0.09944534
   19.17917918    0.10013664
   19.22922923    0.10105835
   19.27927928    0.10220590
   19.32932933    0.10356780
   19.37937938    0.10512631
   19.42942943    0.10685860
   19.47947948    0.10873821
   19.52952953    0.11073700
   19.57957958    0.11282752
   19.62962963    0.11498542
   19.67967968    0.11719165
   19.72972973    0.11943408
   19.77977978    0.12170828
   19.82982983    0.12401728
   19.87987988    0.12637030
   19.92992993    0.12878093
   19.97997998    0.13126481
   20.03003003    0.13383729
   20.08008008    0.13651111
   20.13013013    0.13929422
   20.18018018    0.14218763
   20.23023023    0.14518336
   20.28028028    0.14826245
   20.33033033    0.15139350
   20.38038038    0.15453190
   20.43043043    0.15762037
   20.48048048    0.16059108
   20.53053053    0.16336956
   20.58058058    0.16588017
   20.63063063    0.16805245
   20.68068068    0.16982760
   20.73073073    0.17116389
   20.78078078    0.17203995
   20.83083083    0.17245565
   20.88088088    0.17243025
   20.93093093    0.17199862
   20.98098098    0.17120621
   21.03103103    0.17010380
   21.08108108    0.16874291
   21.13113113    0.16717201
   21.18118118    0.16543392
   21.23123123    0.16356412
   21.28128128    0.16158984
   21.33133133    0.15952964
   21.38138138    0.15739348
   21.43143143    0.15518322
   21.48148148    0.15289360
   21.53153153    0.15051377
   21.58158158    0.14802930
   21.63163163    0.14542472
   21.68168168    0.14268605
   21.73173173    0.13980343
   21.78178178    0.13677314
   21.83183183    0.13359918
   21.88188188    0.13029391
   21.93193193    0.12687806
   21.98198198    0.12337977
   22.03203203    0.11983312
   22.08208208    0.11627605
   22.13213213    0.11274813
   22.18218218    0.10928830
   22.23223223    0.10593295
   22.28228228    0.10271449
   22.33233233    0.09966040
   22.38238238    0.09679294
   22.43243243    0.09412923
   22.48248248    0.09168163
   22.53253253    0.08945835
   22.58258258    0.08746408
   22.63263263    0.08570061
   22.68268268    0.08416739
   22.73273273    0.08286193
   22.78278278    0.08178017
   22.83283283    0.08091665
   22.88288288    0.08026469
   22.93293293    0.07981637
   22.98298298    0.07956255
   23.03303303    0.07949283
   23.08308308    0.07959557
   23.13313313    0.07985801
   23.18318318    0.08026645
   23.23323323    0.08080670
   23.28328328    0.08146459
   23.33333333    0.08222663
   23.38338338    0.08308066
   23.43343343    0.08401643
   23.48348348    0.08502586
   23.53353353    0.08610298
   23.58358358    0.08724350
   23.63363363    0.08844408
   23.68368368    0.08970137
   23.73373373    0.09101117
   23.78378378    0.09236759
   23.83383383    0.09376270
   23.88388388    0.09518634
   23.93393393    0.09662647
   23.98398398    0.09806972
   24.03403403    0.09950225
   24.08408408    0.10091096
   24.13413413    0.10228476
   24.18418418    0.10361605
   24.23423423    0.10490210
   24.28428428    0.10614608
   24.33433433    0.10735768
   24.38438438    0.10855285
   24.43443443    0.10975297
   24.48448448    0.11098326
   24.53453453    0.11227084
   24.58458458    0.11364259
   24.63463463    0.11512318
   24.68468468    0.11673333
   24.73473473    0.11848847
   24.78478478    0.12039777
   24.83483483    0.12246348
   24.88488488    0.12468042
   24.93493493    0.12703577
   24.98498498    0.12950887
   25.03503504    0.13207138
   25.08508509    0.13468786
   25.13513514    0.13731682
   25.18518519    0.13991262
   25.23523524    0.14242790
   25.28528529    0.14481650
   25.33533534    0.14703647
   25.38538539    0.14905257
   25.43543544    0.15083809
   25.48548549    0.15237564
   25.53553554    0.15365714
   25.58558559    0.15468330
   25.63563564    0.15546305
   25.68568569    0.15601316
   25.73573574    0.15635822
   25.78578579    0.15653068
   25.83583584    0.15657061
   25.88588589    0.15652470
   25.93593594    0.15644433
   25.98598599    0.15638280
   26.03603604    0.15639171
   26.08608609    0.15651730
   26.13613614    0.15679674
   26.18618619    0.15725515
   26.23623624    0.15790318
   26.28628629    0.15873553
   26.33633634    0.15973028
   26.38638639    0.16084923
   26.43643644    0.16203905
   26.48648649    0.16323374
   26.53653654    0.16435807
   26.58658659    0.16533248
   26.63663664    0.16607883
   26.68668669    0.16652687
   26.73673674    0.16662041
   26.78678679    0.16632247
   26.83683684    0.16561835
   26.88688689    0.16451615
   26.93693694    0.16304469
   26.98698699    0.16124916
   27.03703704    0.15918543
   27.08708709    0.15691404
   27.13713714    0.15449464
   27.18718719    0.15198172
   27.23723724    0.14942167
   27.28728729    0.14685147
   27.33733734    0.14429858
   27.38738739    0.14178187
   27.43743744    0.13931340
   27.48748749    0.13690053
   27.53753754    0.13454828
   27.58758759    0.13226157
   27.63763764    0.13004704
   27.68768769    0.12791429
   27.73773774    0.12587634
   27.78778779    0.12394933
   27.83783784    0.12215150
   27.88788789    0.12050165
   27.93793794    0.11901729
   27.98798799    0.11771271
