# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
   24.03403403    0.08370152
   24.08408408    0.08532702
   24.13413413    0.08706712
   24.18418418    0.08890433
   24.23423423    0.09081718
   24.28428428    0.09278060
   24.33433433    0.09476635
   24.38438438    0.09674390
   24.43443443    0.09868150
   24.48448448    0.10054753
   24.53453453    0.10231219
   24.58458458    0.10394921
   24.63463463    0.10543762
   24.68468468    0.10676330
   24.73473473    0.10792011
   24.78478478    0.10891051
   24.83483483    0.10974546
   24.88488488    0.11044365
   24.93493493    0.11103015
   24.98498498    0.11153452
   25.03503504    0.11198865
   25.08508509    0.11242443
   25.13513514    0.11287147
   25.18518519    0.11335495
   25.23523524    0.11389367
   25.28528529    0.11449839
   25.33533534    0.11517055
   25.38538539    0.11590127
   25.43543544    0.11667095
   25.48548549    0.11744944
   25.53553554    0.11819696
   25.58558559    0.11886590
   25.63563564    0.11940359
   25.68568569    0.11975594
   25.73573574    0.11987181
   25.78578579    0.11970754
   25.83583584    0.11923131
   25.88588589    0.11842653
   25.93593594    0.11729381
   25.98598599    0.11585116
   26.03603604    0.11413248
   26.08608609    0.11218447
   26.13613614    0.11006268
   26.18618619    0.10782722
   26.23623624    0.10553857
   26.28628629    0.10325423
   26.33633634    0.10102608
   26.38638639    0.09889872
   26.43643644    0.09690869
   26.48648649    0.09508420
   26.53653654    0.09344549
   26.58658659    0.09200533
   26.63663664    0.09076975
   26.68668669    0.08973871
   26.73673674    0.08890682
   26.78678679    0.08826401
   26.83683684    0.08779609
   26.88688689    0.08748540
   26.93693694    0.08731138
   26.98698699    0.08725121
   27.03703704    0.08728046
   27.08708709    0.08737381
   27.13713714    0.08750565
   27.18718719    0.08765068
   27.23723724    0.08778442
   27.28728729    0.08788357
   27.33733734    0.08792625
   27.38738739    0.08789227
   27.43743744    0.08776332
   27.48748749    0.08752340
   27.53753754    0.08715932
   27.58758759    0.08666140
   27.63763764    0.08602426
   27.68768769    0.08524759
   27.73773774    0.08433669
   27.78778779    0.08330276
   27.83783784    0.08216263
   27.88788789    0.08093807
   27.93793794    0.07965478
   27.98798799    0.07834095
   28.03803804    0.07702587
   28.08808809    0.07573854
   28.13813814    0.07450649
   28.18818819    0.07335494
   28.23823824    0.07230619
   28.28828829    0.07137942
   28.33833834    0.07059063
   28.38838839    0.06995283
   28.43843844    0.06947627
   28.48848849    0.06916880
   28.53853854    0.06903610
   28.58858859    0.06908200
   28.63863864    0.06930862
   28.68868869    0.06971651
   28.73873874    0.07030462
   28.78878879    0.07107029
   28.83883884    0.07200908
   28.88888889    0.07311465
   28.93893894    0.07437858
   28.98898899    0.07579024
   29.03903904    0.07733680
   29.08908909    0.07900331
