# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   3
# Energy (eV)   sigma
   34.24424424    0.02303004
   34.29429429    0.02299122
   34.34434434    0.02295870
   34.39439439    0.02293841
   34.44444444    0.02293589
   34.49449449    0.02295620
   34.54454454    0.02300392
   34.59459459    0.02308300
   34.64464464    0.02319671
   34.69469469    0.02334749
   34.74474474    0.02353680
   34.79479479    0.02376499
   34.84484484    0.02403119
   34.89489489    0.02433318
   34.94494494    0.02466743
   34.99499499    0.02502907
   35.04504505    0.02541206
   35.09509510    0.02580940
   35.14514515    0.02621345
   35.19519520    0.02661641
   35.24524525    0.02701078
   35.29529530    0.02738991
   35.34534535    0.02774847
   35.39539540    0.02808284
   35.44544545    0.02839128
   35.49549550    0.02867388
   35.54554555    0.02893238
   35.59559560    0.02916967
   35.64564565    0.02938925
   35.69569570    0.02959470
   35.74574575    0.02978913
   35.79579580    0.02997484
   35.84584585    0.03015304
   35.89589590    0.03032382
   35.94594595    0.03048619
   35.99599600    0.03063818
   36.04604605    0.03077696
   36.09609610    0.03089898
   36.14614615    0.03100004
   36.19619620    0.03107536
   36.24624625    0.03111971
   36.29629630    0.03112760
   36.34634635    0.03109363
   36.39639640    0.03101289
   36.44644645    0.03088145
   36.49649650    0.03069688
   36.54654655    0.03045861
   36.59659660    0.03016821
   36.64664665    0.02982934
   36.69669670    0.02944759
   36.74674675    0.02903001
   36.79679680    0.02858458
   36.84684685    0.02811960
   36.89689690    0.02764309
   36.94694695    0.02716227
   36.99699700    0.02668322
   37.04704705    0.02621061
   37.09709710    0.02574765
   37.14714715    0.02529613
   37.19719720    0.02485666
   37.24724725    0.02442890
   37.29729730    0.02401192
   37.34734735    0.02360457
   37.39739740    0.02320575
   37.44744745    0.02281473
   37.49749750    0.02243129
   37.54754755    0.02205580
   37.59759760    0.02168922
   37.64764765    0.02133295
   37.69769770    0.02098869
   37.74774775    0.02065819
   37.79779780    0.02034306
   37.84784785    0.02004454
   37.89789790    0.01976334
   37.94794795    0.01949958
   37.99799800    0.01925269
   38.04804805    0.01902156
   38.09809810    0.01880463
   38.14814815    0.01860008
   38.19819820    0.01840612
   38.24824825    0.01822117
   38.29829830    0.01804412
   38.34834835    0.01787443
   38.39839840    0.01771217
   38.44844845    0.01755804
   38.49849850    0.01741315
   38.54854855    0.01727894
   38.59859860    0.01715689
   38.64864865    0.01704837
   38.69869870    0.01695441
   38.74874875    0.01687558
   38.79879880    0.01681189
   38.84884885    0.01676269
   38.89889890    0.01672674
   38.94894895    0.01670223
   38.99899900    0.01668692
   39.04904905    0.01667824
   39.09909910    0.01667355
   39.14914915    0.01667030
   39.19919920    0.01666625
   39.24924925    0.01665969
   39.29929930    0.01664957
   39.34934935    0.01663558
   39.39939940    0.01661825
   39.44944945    0.01659882
   39.49949950    0.01657919
   39.54954955    0.01656177
   39.59959960    0.01654924
   39.64964965    0.01654439
   39.69969970    0.01654989
   39.74974975    0.01656813
   39.79979980    0.01660104
   39.84984985    0.01665001
   39.89989990    0.01671573
   39.94994995    0.01679822
   40.00000000    0.01689672
