# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   3
# Energy (eV)   sigma
   22.73273273    0.03055653
   22.78278278    0.03025233
   22.83283283    0.02992420
   22.88288288    0.02957445
   22.93293293    0.02920485
   22.98298298    0.02881677
   23.03303303    0.02841146
   23.08308308    0.02799030
   23.13313313    0.02755498
   23.18318318    0.02710773
   23.23323323    0.02665139
   23.28328328    0.02618940
   23.33333333    0.02572573
   23.38338338    0.02526470
   23.43343343    0.02481075
   23.48348348    0.02436821
   23.53353353    0.02394104
   23.58358358    0.02353261
   23.63363363    0.02314552
   23.68368368    0.02278147
   23.73373373    0.02244123
   23.78378378    0.02212459
   23.83383383    0.02183044
   23.88388388    0.02155688
   23.93393393    0.02130133
   23.98398398    0.02106079
   24.03403403    0.02083196
   24.08408408    0.02061156
   24.13413413    0.02039654
   24.18418418    0.02018429
   24.23423423    0.01997285
   24.28428428    0.01976104
   24.33433433    0.01954852
   24.38438438    0.01933578
   24.43443443    0.01912409
   24.48448448    0.01891532
   24.53453453    0.01871180
   24.58458458    0.01851607
   24.63463463    0.01833071
   24.68468468    0.01815816
   24.73473473    0.01800051
   24.78478478    0.01785939
   24.83483483    0.01773589
   24.88488488    0.01763050
   24.93493493    0.01754303
   24.98498498    0.01747271
   25.03503504    0.01741810
   25.08508509    0.01737723
   25.13513514    0.01734759
   25.18518519    0.01732625
   25.23523524    0.01730996
   25.28528529    0.01729521
   25.33533534    0.01727838
   25.38538539    0.01725586
   25.43543544    0.01722413
   25.48548549    0.01717988
   25.53553554    0.01712017
   25.58558559    0.01704244
   25.63563564    0.01694467
   25.68568569    0.01682542
   25.73573574    0.01668391
   25.78578579    0.01652004
   25.83583584    0.01633445
   25.88588589    0.01612850
   25.93593594    0.01590424
   25.98598599    0.01566435
   26.03603604    0.01541208
   26.08608609    0.01515110
   26.13613614    0.01488537
   26.18618619    0.01461899
   26.23623624    0.01435607
   26.28628629    0.01410060
   26.33633634    0.01385630
   26.38638639    0.01362658
   26.43643644    0.01341445
   26.48648649    0.01322252
   26.53653654    0.01305296
   26.58658659    0.01290752
   26.63663664    0.01278754
   26.68668669    0.01269398
   26.73673674    0.01262740
   26.78678679    0.01258801
   26.83683684    0.01257564
   26.88688689    0.01258972
   26.93693694    0.01262925
   26.98698699    0.01269278
   27.03703704    0.01277832
   27.08708709    0.01288334
   27.13713714    0.01300472
   27.18718719    0.01313876
   27.23723724    0.01328115
   27.28728729    0.01342715
   27.33733734    0.01357166
   27.38738739    0.01370951
   27.43743744    0.01383567
   27.48748749    0.01394559
   27.53753754    0.01403553
   27.58758759    0.01410283
   27.63763764    0.01414609
   27.68768769    0.01416530
   27.73773774    0.01416177
   27.78778779    0.01413800
   27.83783784    0.01409743
   27.88788789    0.01404414
   27.93793794    0.01398254
   27.98798799    0.01391704
   28.03803804    0.01385181
   28.08808809    0.01379059
   28.13813814    0.01373650
   28.18818819    0.01369202
   28.23823824    0.01365890
   28.28828829    0.01363822
   28.33833834    0.01363043
   28.38838839    0.01363541
   28.43843844    0.01365261
   28.48848849    0.01368110
   28.53853854    0.01371975
   28.58858859    0.01376730
   28.63863864    0.01382248
   28.68868869    0.01388410
   28.73873874    0.01395109
   28.78878879    0.01402255
   28.83883884    0.01409773
   28.88888889    0.01417602
   28.93893894    0.01425687
   28.98898899    0.01433974
   29.03903904    0.01442406
   29.08908909    0.01450912
   29.13913914    0.01459405
   29.18918919    0.01467775
   29.23923924    0.01475896
   29.28928929    0.01483619
   29.33933934    0.01490781
   29.38938939    0.01497214
   29.43943944    0.01502749
   29.48948949    0.01507233
   29.53953954    0.01510537
   29.58958959    0.01512575
   29.63963964    0.01513307
   29.68968969    0.01512752
   29.73973974    0.01510992
   29.78978979    0.01508164
   29.83983984    0.01504460
   29.88988989    0.01500113
   29.93993994    0.01495380
   29.98998999    0.01490528
   30.04004004    0.01485819
   30.09009009    0.01481492
   30.14014014    0.01477755
   30.19019019    0.01474770
   30.24024024    0.01472655
   30.29029029    0.01471474
   30.34034034    0.01471239
   30.39039039    0.01471915
   30.44044044    0.01473419
   30.49049049    0.01475631
   30.54054054    0.01478401
   30.59059059    0.01481554
   30.64064064    0.01484909
   30.69069069    0.01488283
   30.74074074    0.01491510
   30.79079079    0.01494450
   30.84084084    0.01496998
   30.89089089    0.01499096
   30.94094094    0.01500737
   30.99099099    0.01501964
   31.04104104    0.01502870
   31.09109109    0.01503587
   31.14114114    0.01504284
   31.19119119    0.01505149
   31.24124124    0.01506381
   31.29129129    0.01508176
   31.34134134    0.01510720
   31.39139139    0.01514177
   31.44144144    0.01518687
   31.49149149    0.01524356
   31.54154154    0.01531258
   31.59159159    0.01539435
   31.64164164    0.01548893
   31.69169169    0.01559608
   31.74174174    0.01571526
   31.79179179    0.01584571
   31.84184184    0.01598643
   31.89189189    0.01613628
   31.94194194    0.01629402
   31.99199199    0.01645835
   32.04204204    0.01662799
   32.09209209    0.01680172
   32.14214214    0.01697844
   32.19219219    0.01715721
   32.24224224    0.01733732
   32.29229229    0.01751828
   32.34234234    0.01769983
   32.39239239    0.01788201
   32.44244244    0.01806509
   32.49249249    0.01824958
   32.54254254    0.01843621
   32.59259259    0.01862588
   32.64264264    0.01881965
   32.69269269    0.01901864
   32.74274274    0.01922405
   32.79279279    0.01943706
   32.84284284    0.01965879
   32.89289289    0.01989021
   32.94294294    0.02013213
   32.99299299    0.02038506
   33.04304304    0.02064917
   33.09309309    0.02092422
   33.14314314    0.02120945
   33.19319319    0.02150355
   33.24324324    0.02180456
   33.29329329    0.02210986
   33.34334334    0.02241617
   33.39339339    0.02271954
   33.44344344    0.02301548
   33.49349349    0.02329907
   33.54354354    0.02356519
   33.59359359    0.02380877
   33.64364364    0.02402511
   33.69369369    0.02421022
   33.74374374    0.02436114
   33.79379379    0.02447623
   33.84384384    0.02455540
   33.89389389    0.02460021
   33.94394394    0.02461384
   33.99399399    0.02460097
   34.04404404    0.02456754
   34.09409409    0.02452046
   34.14414414    0.02446721
   34.19419419    0.02441549
   34.24424424    0.02437293
   34.29429429    0.02434672
   34.34434434    0.02434344
   34.39439439    0.02436884
   34.44444444    0.02442770
   34.49449449    0.02452373
   34.54454454    0.02465954
   34.59459459    0.02483653
   34.64464464    0.02505489
   34.69469469    0.02531354
   34.74474474    0.02561013
   34.79479479    0.02594105
   34.84484484    0.02630140
   34.89489489    0.02668516
   34.94494494    0.02708527
   34.99499499    0.02749386
   35.04504505    0.02790257
   35.09509510    0.02830289
   35.14514515    0.02868662
   35.19519520    0.02904631
   35.24524525    0.02937567
   35.29529530    0.02966997
   35.34534535    0.02992624
   35.39539540    0.03014339
   35.44544545    0.03032212
   35.49549550    0.03046473
   35.54554555    0.03057474
   35.59559560    0.03065647
   35.64564565    0.03071455
   35.69569570    0.03075346
   35.74574575    0.03077708
   35.79579580    0.03078832
   35.84584585    0.03078888
   35.89589590    0.03077905
   35.94594595    0.03075771
   35.99599600    0.03072239
   36.04604605    0.03066949
   36.09609610    0.03059459
   36.14614615    0.03049284
   36.19619620    0.03035941
   36.24624625    0.03018997
   36.29629630    0.02998112
   36.34634635    0.02973074
   36.39639640    0.02943825
   36.44644645    0.02910467
   36.49649650    0.02873261
   36.54654655    0.02832608
   36.59659660    0.02789019
   36.64664665    0.02743087
   36.69669670    0.02695441
   36.74674675    0.02646720
   36.79679680    0.02597537
   36.84684685    0.02548449
   36.89689690    0.02499947
   36.94694695    0.02452432
   36.99699700    0.02406217
   37.04704705    0.02361519
   37.09709710    0.02318466
   37.14714715    0.02277106
   37.19719720    0.02237412
   37.24724725    0.02199302
   37.29729730    0.02162655
   37.34734735    0.02127322
   37.39739740    0.02093147
   37.44744745    0.02059986
   37.49749750    0.02027715
   37.54754755    0.01996241
   37.59759760    0.01965517
   37.64764765    0.01935534
   37.69769770    0.01906331
   37.74774775    0.01877980
   37.79779780    0.01850590
   37.84784785    0.01824290
   37.89789790    0.01799224
   37.94794795    0.01775543
   37.99799800    0.01753393
   38.04804805    0.01732909
   38.09809810    0.01714213
   38.14814815    0.01697402
   38.19819820    0.01682552
   38.24824825    0.01669709
   38.29829830    0.01658891
   38.34834835    0.01650082
   38.39839840    0.01643231
   38.44844845    0.01638253
   38.49849850    0.01635026
   38.54854855    0.01633392
   38.59859860    0.01633158
   38.64864865    0.01634099
   38.69869870    0.01635965
   38.74874875    0.01638487
   38.79879880    0.01641388
   38.84884885    0.01644394
   38.89889890    0.01647247
   38.94894895    0.01649720
   38.99899900    0.01651629
   39.04904905    0.01652842
   39.09909910    0.01653289
   39.14914915    0.01652963
   39.19919920    0.01651919
   39.24924925    0.01650273
   39.29929930    0.01648188
   39.34934935    0.01645869
   39.39939940    0.01643547
   39.44944945    0.01641470
   39.49949950    0.01639891
   39.54954955    0.01639054
   39.59959960    0.01639190
   39.64964965    0.01640503
   39.69969970    0.01643165
   39.74974975    0.01647313
   39.79979980    0.01653037
   39.84984985    0.01660380
   39.89989990    0.01669333
   39.94994995    0.01679831
   40.00000000    0.01691754
